sample_id,severity_level,loss,severity_difference,difference,semantic_greater
im124,0.25,dinov3_perceptual,0.0,0.0013232631608843803,1.0
im124,0.5,huber_ab,0.0,0.4391779899597168,1.0
im124,0.5,gradient_ab,0.0,-0.44349610805511475,0.0
im124,0.5,lpips_vgg,0.0,0.0061935074627399445,1.0
im124,0.5,convnext_perceptual,0.0,-20.02102279663086,0.0
im124,0.5,dinov3_perceptual,0.0,0.001361144706606865,1.0
im124,0.75,huber_ab,-1.9073486328125e-06,0.4800090789794922,1.0
im124,0.75,gradient_ab,-1.9073486328125e-06,-0.6652441024780273,0.0
im124,0.75,lpips_vgg,-1.9073486328125e-06,0.002535976469516754,1.0
im124,0.75,convnext_perceptual,-1.9073486328125e-06,-27.096885681152344,0.0
im124,0.75,dinov3_perceptual,-1.9073486328125e-06,-0.002931632101535797,0.0
im124,1.0,huber_ab,0.0,0.5360298156738281,1.0
im124,1.0,gradient_ab,0.0,-0.8869924545288086,0.0
im124,1.0,lpips_vgg,0.0,-0.022695764899253845,0.0
im124,1.0,convnext_perceptual,0.0,-31.471412658691406,0.0
im124,1.0,dinov3_perceptual,0.0,-0.007514286786317825,0.0
im125,0.25,huber_ab,4.76837158203125e-07,0.08585929870605469,1.0
im125,0.25,gradient_ab,4.76837158203125e-07,-0.02388465404510498,0.0
im125,0.25,lpips_vgg,4.76837158203125e-07,0.0013098698109388351,1.0
im125,0.25,convnext_perceptual,4.76837158203125e-07,10.584007263183594,1.0
im125,0.25,dinov3_perceptual,4.76837158203125e-07,-0.0006730575114488602,0.0
